label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
2	259 kg	0.5846	ice hockey	pig, reptile	611	0.2209	0.8836	1.0858	-904 mph	0.8348	-96	1.1441	509	-348
2	858 kg	-0.1645	tennis	reptile	761	0.7244	1.7465	1.4821	778 mph	-0.5107	1152	0.9583	-228	849
1	-12 kg	-1.3086	basketball	Rabbit	-1087	1.1288	0.6924	0.2314	568 mph	-0.4348	110	-0.4967	1523	871
2	869 kg	0.7267	boxing	pig	-693	0.5814	-0.0182	1.9106	397 mph	1.8624	-354	-1.0889	554	1061
0	653 kg	0.2447	golf	Fish, Bird	194	1.7113	-0.0599	1.4345	797 mph	1.1876	102	-0.0624	129	1652
1	582 kg	-1.1755	soccer	hamster	217	1.2663	1.376	-0.263	-542 mph	0.6866	1858	-0.4668	554	-853
3	1450 kg	-1.3888	motor sports	ferret, cat	78	1.3028	0.8341	0.0576	1392 mph	1.2484	303	0.7115	1808	-691
3	1579 kg	0.5557	track & field	cat	661	0.7941	1.5663	1.2631	1179 mph	0.061	378	-1.1282	861	656
1	232 kg		basketball	rabbit	1109	1.0867	1.1683	0.5346	148 mph	1.3682	-1488	0.5357	973	271
1	-76 kg	-0.767	golf	hamster	-197	1.1802	0.6685	0.112	-262 mph	0.7401	-488	-0.3999	-869	1683
0	167 kg	0.1057	badminton	bird	256	0.1832	0.6725	-0.2119	1031 mph	0.3292	-869	0.8065	-2490	234
2	1163 kg	2.1379	boxing	reptile, pig, dog	399	-0.0851	0.8768	0.8944	-766 mph	1.2823	-862	0.0617	-545	266
2	1254 kg	-0.022	ice hockey	pig, reptile, rat	-477	0.6901	0.2411	2.2069	-335 mph	0.6152	-990	1.9373	1102	1292
1	34 kg	-0.7741	running	hamster	681	-0.1544	0.5234	-0.725	-965 mph	-0.6924	993	1.035	1087	-11
1	1459 kg	?	running	RABBIT	-13	1.4281	-0.0366	-0.8889	20 mph	1.7645	790	0.8652	1207	1619
3	1530 kg	0.7407	track & field	cat	342	-0.1892	1.4006	0.2744	2684 mph	-0.6487	-1143	None	1093	55
0	288 kg	0.458	track & field	rabbit	-45	2.0574	0.7928	-0.8437	1688 mph	0.6785	911	1.4949	-738	121
3	-135 kg	0.1627	track & field	chicken	1869	-0.1654	-1.3797	-1.964	2389 mph	-1.1767	None	0.8601	1288	-1633
3	603 kg	1.1056	motor sports	chicken, cat	1510	0.8746	-0.7895	-0.7137	2839 mph	0.866	260	0.2787	1808	2475
1	-810 kg	0.4914	soccer	hamster	1421	2.5022	0.644	0.5966	-693 mph	2.0397	-165	-0.0221	805	1107
2	2091 kg	0.3088	ice hockey	pig	978	0.113	0.2559	0.8519	71 mph	0.652	-2061	0.4146	770	1405
2	958 kg	0.1061	tennis	pig, dog, rat	768	-0.8889	0.5764	2.5757	-899 mph	1.4151	-199	0.31	940	-475
1	-350 kg	0.6156	soccer	hamster	558	1.4955	2.0818	1.3142	-727 mph	0.1835	1695	0.957	-164	1134
0	203 kg	-0.0128	Badminton	bird, guinea pig	723	0.1725	1.0085	-0.6784	589 mph	0.8877	277	-0.3518	-434	771
2	1106 kg	-1.6768	tennis	dog, pig	506	0.7055	-0.1848	-0.6126	-437 mph	1.5913	-233	-1.0055	106	368
2	1212 kg	0.7062	boxing	rat, pig	1407	-0.4408	0.9238	-0.1763	1060 mph	1.5044	182	0.1201	2691	888
2	1863 kg	-0.0453	Tennis	dog	-232	0.6157	1.238	0.4811	-578 mph	-0.5107	1542	0.5455	329	1306
1	1008 kg	-0.1015	soccer	rabbit	421	0.4442	0.7345	-2.1869	457 mph	0.4817	814	1.7643	-624	-948
0	-972 kg	0.1807	volleyball	fish, bird	401	-0.5326	-0.0453	1.5086	1401 mph	1.347	979	0.4958	-291	1760
2	1051 kg	0.105	boxing	pig, rat	1573	1.8361	0.1915	1.0299	24 mph	0.9609	315	-0.7213	185	1910
1	956 kg	1.5528	basketball	hamster	67	-0.3681	1.0221	0.2418	-430 mph	0.1774	2312	0.3176	983	747
3	791 kg	0.4816	track & field	chicken, cat	457	0.6093	0.2874	0.3298	395 mph	0.1823	-721	0.5314	1390	1207
2	-330 kg	0.1303	baseball	rat, reptile, dog	124	1.3597	0.1382	1.364	1287 mph	0.8718	2654	-0.103	1094	832
0	852 kg	-0.6823	volleyball	guinea pig	-1678	0.1506	2.0665	None	58 mph	1.1362	-260	-0.9301	-104	1427
3	2426 kg	None	track & field	chicken	1046	0.0623	-0.2639	-0.1599	1324 mph	0.0834	-658	1.7274	689	808
0	653 kg	1.8865	badminton	bird, guinea pig	291	-0.0055	1.2994	0.3358	337 mph	-0.6893	2273	1.4881	991	-148
0	217 kg	1.7383	volleyball	fish, bird	489	?	0.3926	-0.8725	1687 mph	2.8107	931	1.6006	838	1395
2	933 kg	0.0909	tennis	pig	-976	1.191	0.6727	2.7232	-1178 mph	1.7585	517	-0.4056	-802	-703
2	2210 kg	0.0711	tennis	dog, pig, rat	381	1.1672	-0.1175	1.1613	-227 mph	1.5826	283	0.122	1325	203
3	1591 kg	1.331	track & field	ferret, cat	1121	0.271	0.587	0.5232	1283 mph	?	1890	2.9275	875	1334
3	416 kg	1.7563	track & field	chicken	3106	0.6524	1.0782	-0.9462	845 mph	-0.9053	-123	0.8397	-868	690
2	561 kg	-0.058	baseball	dog, rat	492	-0.6832	-0.9028	-0.0981	NULL	-0.0539	118	1.3583	2010	1476
2	773 kg	1.6516	boxing	rat, pig	790	0.1357	0.3957	0.7146	-968 mph	0.5343	1860	2.2161	970	-345
0	-466 kg	0.0909	volleyball	bird	622	0.9508	0.9452	0.8275	1342 mph	1.4389	1441	2.3829	-970	-207
0	-451 kg	0.6386	badminton	guinea pig	857	0.6307	1.3984	-0.4084	441 mph	2.0413	214	0.8048	1251	828
1	1342 kg	-1.4614	soccer	hamster	-302	1.7116	1.1368	1.6453	-1078 mph	0.2578	920	1.9263	311	-447
2	-79 kg	1.697	tennis	pig	1734	1.2133	2.0567	0.4773	752 mph	1.0727	-1258	0.4605	1591	1299
3	1818 kg	0.2613	track & field	chicken, ferret	-591	1.4372	0.6668	-2.3089	719 mph	0.1288	699	-1.1762	1487	-100
1	734 kg	0.155	basketball	rabbit	134	0.7926	-1.1913	-1.0409	1741 mph	0.091	-336	0.5391	721	206
2	650 kg	1.3284	baseball	pig, reptile	392	-0.0333	0.5505	0.7552	-681 mph	-0.1158	746	-0.771	-942	-39
0	119 kg	1.2395	Football	fish, bird	828	-1.0538	-0.4629	0.1367	1941 mph	1.2564	-66	0.4446	543	1059
3	1973 kg	-0.6968	motor sports	ferret	5	0.8397	0.6973	0.6178	423 mph	-0.6164	1027	1.252	476	-406
1	1175 kg	0.5649	running	hamster	-496	0.9777	0.5753	1.3218	1010 mph	0.4743	-934	0.5631	950	797
0	292 kg	2.5463	badminton	fish	-967	0.1079	-0.5487	0.0797	1383 mph	0.4706	-563	-0.6089	331	-280
1	641 kg	0.8974	soccer	rabbit	144	-0.3763	2.3985	-1.1808	-167 mph	-0.5593	-483	0.948	-298	628
1	-487 kg	-0.2749	soccer	hamster	1150	0.2998	1.7018	-0.0976	-35 mph	0.2699	1066	1.1852	476	25
0	1205 kg	1.8178	football	bird	79	0.8073	-0.2348	-0.7876	991 mph	0.3044	1164	0.6265	1140	471
2	2142 kg	-1.2991	ice hockey	dog, rat	82	1.0392	NULL	1.296	-784 mph	0.3959	36	-0.2602	1817	-93
3	2069 kg	0.9548	track & field	chicken	1547	0.4228	1.0444	-0.2118	1232 mph	-0.1916	697	0.987	547	927
2	2636 kg	0.7286	n/a	reptile, pig, rat	-173	0.565	-0.0286	0.8073	582 mph	1.1748	-925	-0.5074	-330	-491
2	139 kg	1.7025	tennis	pig, rat, dog	661	0.5767	-0.8475	2.0365	-355 mph	-0.2574	432	-1.1276	1922	-565
0	377 kg	1.0212	motor sports	Guinea Pig, Bird	983	-1.0883	0.3286	1.6606	375 mph	2.5891	784	1.4455	1244	1092
0	-88 kg	-0.6417	badminton	guinea pig	-621	1.0684	0.1931	-1.1034	1775 mph	0.3634	-105	0.2738	161	1627
3	1095 kg	0.7123	motor sports	cat, chicken	1533	0.0712	-0.1159	1.2638	1487 mph	-0.6725	-446	0.3668	-864	-48
1	479 kg	-0.9362	golf	rabbit	-740	1.5073	-0.4669	-0.491	184 mph	-0.2282	-396	0.0643	1162	477
3	327 kg	-0.4289	track & field	hamster	264	1.5426	-1.8618	-0.4511	459 mph	0.7191	-2798	1.143	163	-1621
0	100 kg	-0.8132	football	fish, bird	-1112	0.0148	1.627	0.0041	1196 mph	0.3318	738	0.3388	1088	-1036
1	10 kg	-0.279	basketball	hamster	597	0.2413	0.8693	-0.4375	1370 mph	-0.0677	639	2.1965	1000	1119
3	59 kg	0.1349	motor sports	cat	2409	1.0362	1.228	-0.0349	372 mph	0.844	1096	1.0358	1612	-30
1	859 kg	-1.3801	running	rabbit	1843	-0.5793	0.2907	0.4665	257 mph	-0.789	1437	1.0722	638	1346
3	1254 kg	-0.7601	motor sports	ferret, chicken	54	0.1202	1.0768	-0.3217	766 mph	0.4994	-832	-0.185	2991	679
3	-347 kg	1.9902	track & field	ferret	-787	0.1586	-0.011	-0.1281	360 mph	2.0216	265	0.4232	1056	-99
3	1644 kg	-0.8928	track & field	chicken	-89	0.9052	1.978	-0.0509	1357 mph	0.6213	-1898	0.3148	1574	NULL
3	1573 kg	-0.4034	track & field	chicken	171	0.3877	1.7606	-0.5275	2296 mph	0.9666	496	0.762	2144	181
0	-453 kg	0.774	badminton	fish	496	0.218	0.5503	0.6681	-161 mph	1.3918	236	0.3113	-441	41
2	223 kg	0.1241	ice hockey	dog	1115	-0.155	0.8241	1.5579	-94 mph	2.2187	-151	-0.0724	955	2075
3	1375 kg	-0.8164	motor sports	cat	402	2.2207	-0.3372	0.0836	695 mph	0.3957	-576	2.3452	1126	-547
2	849 kg	1.6587	ice hockey	pig	2030	1.1222	1.1582	2.4246	-1443 mph	-1.0297	1292	0.3593	992	548
3	2309 kg	-0.0365	track & field	cat	817	0.963	-0.7367	None	494 mph	0.1519	940	-0.1002	444	-266
2	1376 kg	-0.616	tennis	reptile	436	0.1937	0.7025	0.8232	1956 mph	-0.6065	1260	-0.1321	2262	1419
1	-152 kg	-1.916	basketball	rabbit	-1167	-0.2736	0.5962	2.0102	49 mph	0.9847	991	-1.3701	822	1655
3	753 kg	-0.0512	track & field	Cat, Chicken	190	1.3021	0.4827	0.2835	242 mph	0.2441	638	-0.091	-1047	-1266
2	1555 kg	1.4336	ice hockey	pig	-20	0.3037	1.0546	0.6421	1538 mph	1.1879	-1427	-0.2774	613	-383
2	1656 kg	0.0252	ice hockey	reptile	1040	0.5938	1.3134	1.7055	-1270 mph	2.458	756	1.133	-784	868
3	547 kg	0.8895	motor sports	n/a	372	-0.0634	1.3507	1.3368	-728 mph	-0.2019	1279	0.1611	-329	1263
1	-103 kg	0.8911	golf	rabbit	116	1.0174	1.6183	-0.3054	-1407 mph	0.1738	135	0.3485	2676	1356
3	1353 kg	-0.3482	track & field	chicken, cat	707	0.8627	-0.0014	-2.1287	1407 mph	0.8568	1859	1.449	70	-516
0	338 kg	0.9292	football	guinea pig, fish	231	0.8686	0.5339	1.3584	2637 mph	0.1694	420	-0.3063	1380	-433
0	647 kg	1.2455	football	NULL	-227	0.4028	-1.0647	-1.6809	-364 mph	2.4758	-1334	0.4357	-583	193
2	89 kg	0.5931	boxing	rat	1400	-0.0226	1.5933	-0.3802	-272 mph	0.6667	-365	0.2568	660	125
3	1137 kg	-0.3892	motor sports	cat, chicken	1424	0.08	0.2488	0.9601	964 mph	-0.5012	931	1.1152	522	173
0	87 kg	0.4018	football	fish, guinea pig	296	-0.4239	0.5776	-0.2029	1201 mph	0.4439	-672	-0.2046	-820	-341
3	1001 kg	1.2253	motor sports	cat	535	-0.2535	0.7256	0.3352	1191 mph	-0.4932	1099	-1.0305	40	1292
3	812 kg	0.1916	track & field	cat, chicken	394	0.6488	0.4208	-0.3842	2421 mph	0.296	1091	0.922	-296	371
0	299 kg	1.3669	football	fish, bird	-141	-0.6866	0.3965	-0.3621	1101 mph	0.4205	-1077	0.4897	400	-792
1	-326 kg	-0.7227	basketball	rabbit	-175	0.3557	1.1663	-0.8541	-98 mph	0.6709	3303	0.5759	723	1456
0	529 kg	-0.4407	volleyball	fish	1188	1.1615	0.54	-1.5592	1323 mph	1.0735	-997	0.5143	-336	125
1	1355 kg	0.7828	golf	rabbit	1151	1.5501	1.5901	-0.4985	-1525 mph	0.3098	569	-0.2802	-594	-459
2	1210 kg	1.3489	baseball	dog	981	0.5731	0.2777	-0.0092	-594 mph	1.9569	469	-0.2155	546	71
1	0 kg	1.1992	soccer	rabbit	-176	-0.2734	0.863	-1.0846	39 mph	-0.7969	-263	-0.5183	-556	788
2	934 kg	-0.5776	boxing	DOG, RAT	7	0.1722	0.7283	-0.772	54 mph	1.8469	-291	0.6284	419	1377
0	166 kg	1.5634	badminton	guinea pig	-421	0.6303	1.2698	0.8836	1158 mph	1.4475	1437	-0.101	-278	-21
3	1464 kg	0.32	soccer	cat, chicken	1108	1.1724	-0.7275	0.6844	1350 mph	0.6548	975	0.871	1963	431
3	1581 kg	-1.1987	track & field	cat	514	0.8856	0.8221	1.6003	234 mph	1.163	-193	1.4568	-308	-369
2	1309 kg	0.1303	ice hockey	reptile	1478	0.8373	-1.2819	2.8075	593 mph	1.2993	157	-0.5844	2045	1370
1	-247 kg	-0.2403	track & field	rabbit	-180	0.3695	0.3481	2.8754	-158 mph	0.5105	-936	1.4566	1201	1694
3	720 kg	0.0708	track & field	ferret, cat	273	0.869	0.2287	0.587	-237 mph	-1.2269	-780	-0.0435	-662	412
3	830 kg	-0.2277	motor sports	cat, chicken	129	1.1598	-0.1762	-1.3652	1409 mph	-0.8957	-280	1.9868	569	1971
3	1262 kg	-0.953	track & field	cat, chicken	-18	1.6579	0.4418	-0.5219	570 mph	0.5776	289	-1.4225	1141	484
3	868 kg	0.434	baseball	ferret	-251	0.1812	1.4146	0.1473	873 mph	1.8194	-572	-0.8161	1963	-122
3	1041 kg	0.3042	motor sports	chicken	54	0.2618	1.312	0.4204	874 mph	0.3349	-430	1.3464	405	17
1	1112 kg	0.319	soccer	rabbit	171	1.2118	1.1765	1.302	2243 mph	-0.0611	1342	0.8966	1022	628
0	-431 kg	-0.0218	volleyball	guinea pig	-515	-0.2874	1.8659	1.0286	618 mph	0.0672	20	0.156	2054	592
3	1401 kg	-0.2576	motor sports	cat, ferret	-748	0.3759	-0.0105	-0.3553	1157 mph	1.6214	-413	-0.9343	-1417	-902
0	-789 kg	0.6624	volleyball	bird, guinea pig	46	0.3738	1.9603	0.5076	1320 mph	1.5462	710	1.8562	-984	43
1	42 kg	1.1037	running	Rabbit	-67	0.0155	0.1458	2.6316	-25 mph	-0.4822	1458	0.1828	1759	558
3	1050 kg	0.2527	track & field	chicken, cat	1639	0.8136	-0.1448	0.3401	348 mph	-0.418	475	0.2509	1042	-15
0	-642 kg	-0.4895	badminton	fish, guinea pig	-709	-0.2268	0.0745	0.3281	98 mph	2.8512	886	0.5959	891	1444
3	951 kg	0.0557	track & field	cat	231	0.0297	-0.03	-1.8367	777 mph	-0.4113	47	1.085	282	403
3	891 kg	0.3216	track & field	ferret, chicken	698	0.5345	1.6827	1.0389	1013 mph	1.2368	125	2.4915	512	579
3	633 kg	0.4521	track & field	cat, ferret	289	0.83	-0.1635	2.0257	650 mph	0.5704	200	-0.0759	N/A	n/a
1	514 kg	0.7641	running	rabbit	272	0.4481	0.0394	-0.4032	-179 mph	-1.7432	310	-0.4663	-904	-354
2	1155 kg	0.3578	baseball	pig, reptile, dog	1539	1.9045	0.1064	1.0325	N/A	0.5383	-733	-0.3459	321	114
0	656 kg	-1.5686	badminton	fish	-1164	-0.0879	0.5272	0.1203	2197 mph	0.2421	1719	0.3583	1266	193
1	-306 kg	0.7015	soccer	rabbit	-412	0.9518	0.3196	-0.0448	925 mph	0.0926	1348	1.7554	-485	-918
0	-1378 kg	1.5641	badminton	bird, guinea pig	-180	-0.0791	1.9941	1.2477	1602 mph	0.8582	630	-1.1907	-250	1640
1	205 kg	0.9709	basketball	rabbit	167	1.1903	0.5158	-0.1841	21 mph	0.7301	735	0.5765	1333	-646
3	-259 kg	-2.272	track & field	ferret, chicken	717	1.9781	1.8849	0.9609	645 mph	0.9123	-1173	0.7644	576	1009
3	850 kg	0.6801	track & field	CHICKEN	625	1.2768	1.6805	-0.1344	1060 mph	-1.155	437	2.1578	-1253	662
0	-83 kg	1.2253	football	bird	698	-0.1204	0.4723	1.549	670 mph	3.1427	930	0.1675	821	1906
2	343 kg	0.2324	ice hockey	dog	1100	0.6599	0.1412	1.378	-1651 mph	1.1141	495	0.7337	-98	None
0	849 kg	0.5009	football	bird, fish	402	0.6108	0.1305	2.2224	2269 mph	1.7978	-715	0.8466	-907	NULL
3	-20 kg	0.6457	track & field	ferret	899	0.1062	-0.7732	-1.5073	428 mph	-0.6518	-22	0.766	-1663	-1170
3	350 kg	-0.8877	motor sports	cat	-797	0.458	-0.6743	-0.9618	1024 mph		899	0.0948	-1040	1822
2	1945 kg	0.6707	ice hockey	pig, rat	860	1.0484	0.985	1.1845	1479 mph	1.2566	49	0.7122	-1172	-662
1	287 kg	-0.815	basketball	hamster	-200	0.8809	1.7363	-0.2778	711 mph	1.2094	-25	0.7219	2053	31
0	693 kg	1.0012	badminton	bird, guinea pig	-369	1.012	-0.4903	0.2964	-61 mph	1.196	-95	1.5408	326	40
2	2232 kg	0.47	tennis	dog, pig, rat	1748	0.449	1.1468	-1.9737	902 mph	0.7651	181	1.3289	953	826
1	783 kg	0.1487	running	rabbit	311	1.1663	0.7071	-0.6273	138 mph	-0.1885	n/a	-0.4113	-312	1227
1	-240 kg	0.608	basketball	hamster	1209	0.8768	0.6082	-1.751	-199 mph	0.0276	870	1.1127	185	1142
2	NULL	0.4234	tennis	pig, dog, rat	-1130	1.3373	0.612	2.0895	510 mph	0.5703	706	-0.1153	869	675
1	376 kg	-1.4313	running	rabbit	313		0.7156	1.5565	684 mph	-0.1226	922	1.2704	1298	-457
1	-342 kg	1.0365	soccer	hamster	819	1.0983	0.8262	-1.233	359 mph	-0.8737	1255	0.6268	2235	18
2	2070 kg	-0.4408	baseball	reptile, rat	665	0.3612	0.9205	2.6489	300 mph	1.5348	-515	-0.1347	720	-1343
0	642 kg	-1.5001	volleyball	fish	-581	1.351	0.9903	0.7106	1999 mph	1.4668	-1334	-0.3741	540	603
3	1169 kg	0.2525	TRACK & FIELD	ferret, chicken	127	-0.5919	0.0755	-0.2568	1733 mph	1.0229	-782	0.9175	727	-241
1	-388 kg	-1.0554	running	rabbit	1637	0.3063	2.0643	-1.7107	-297 mph	1.0351	n/a	-0.2098	204	1117
1	11 kg	-0.1441	golf	hamster	-346	1.7933	1.3143	2.4696	-1039 mph	0.7608	-952	0.4468	415	1985
3	1359 kg	0.2854	motor sports	chicken, ferret	-395	0.3952	-0.0129	0.59	509 mph	1.5713	-77	-0.7302	1104	2103
0	860 kg	3.2652	badminton	guinea pig	-1436	0.6778	-0.3685	1.7459	1124 mph	0.0895	-152	1.0498	687	627
2	1111 kg	0.3151	ice hockey	pig, rat	1556	0.412	0.6533	-0.0884	-1608 mph	3.4381	-2341	-0.1494	153	193
0	682 kg	1.0607	badminton	fish	-101	0.9221	1.4321	-0.4204	995 mph	-0.262	1834	0.1895	607	1395
1	1225 kg	0.358	golf	rabbit	220	0.182	1.1522	-0.0064	367 mph	0.1542	2098	-0.3523	-98	1563
0	508 kg	-0.0878	volleyball	guinea pig	1038	0.707	-0.0352	1.3072	1103 mph	0.3783	-851	1.0026	266	116
1	719 kg	-0.7069	golf	rabbit	?	0.1631	0.4748	1.3331	-746 mph	-0.3807	1088	1.2407	-862	454
1	-488 kg	1.2297	running	hamster	-279	0.6474	0.38	-0.5868	1052 mph	0.2924	775	-0.955	369	-679
0	-865 kg	0.7487	badminton	guinea pig	-181	0.7499	1.2344	0.6229	-830 mph	-0.1723	None	0.0284	1490	-421
0	536 kg	-1.3965	badminton	guinea pig	-243	0.5945	0.815	-0.1038	903 mph	1.3729	1225	2.1731	-421	2352
1	1068 kg	-0.1141	soccer	hamster	1755	0.3869	0.0067	-0.4131	213 mph	-0.7823	1284	0.1106	-498	660
2	900 kg	-0.6655	boxing	dog, pig	819	0.1941	1.0352	0.8258	1384 mph	0.8688	690	-1.4813	-9	461
1	-41 kg	0.158	running	rabbit	-237	0.5233	0.475	-0.5832	79 mph	0.5583	766	-0.0581	-1437	585
2	1665 kg	-0.2212	boxing	reptile, pig	905	0.9189	0.1982	-0.2725	690 mph	1.3672	1201	0.3095	-316	614
3	1337 kg	0.0628	motor sports	cat, ferret	-423	0.4197	0.2632	0.7367	879 mph	0.159	1546	-1.5843	626	908
1	99 kg	0.0891	running	rabbit	790	0.7983	0.4638	-0.575	351 mph	0.6605	-1958	0.0938	-363	-1726
0	-75 kg	0.6192	volleyball	bird	-1916	0.5436	0.5396	1.2219	1292 mph	0.306	1198	-0.6395	218	-197
1	441 kg	1.0412	running	HAMSTER	-288	-0.8453	0.1849	0.498	147 mph	0.1078	-226	0.2272	42	-303
3	2023 kg	1.5552	track & field	FERRET	259	-0.5746	1.0532	0.5196	376 mph	0.9368	-115	0.7199	-838	-156
0	800 kg	1.8872	football	?	-876	0.2969	0.3992	0.5245	736 mph	0.9226	-939	0.1493	-170	-1047
2	1699 kg	1.0517	baseball	pig, rat	13	1.5035	0.2046	1.2243	-557 mph	1.3112	434	0.6756	1001	299
2	372 kg	-0.3375	boxing	rat, reptile	914	2.2385	1.3621	2.9664	691 mph	1.2389	450	0.4992	141	1604
0	-118 kg	-0.2148	badminton	guinea pig, bird	835	0.0115	0.8113	-0.5935	897 mph	1.3409	-1105	0.2294	245	99
3	1114 kg	0.9093	track & field	chicken	229	0.5829	0.5972	-0.2358	1675 mph	0.8292	2153	0.9999	1211	638
2	771 kg	1.5406	baseball	reptile	645	0.2955	0.244	-0.4229	1783 mph	0.711	1749	0.4021	1415	992
3	360 kg	-1.1775	track & field		1973	0.9147	0.5543	0.0279	219 mph	-0.8236	698	0.8032	129	467
2	2024 kg	-0.7406	golf	dog	784	0.2251	-0.1467	1.0511	-744 mph	1.5379	21	1.0525	39	-1219
1	1209 kg	-0.5063	running	rabbit	1325	-0.5249	2.5569	0.5933	-391 mph	-0.5082	77	0.6952	1012	790
2	1520 kg	-0.3518	baseball	pig	756	0.9667	0.875	N/A	-196 mph	0.6476	166	-0.4282	-851	532
1	-470 kg	0.9845	basketball	hamster	-616	0.1839	1.3544	1.0476	-371 mph	0.7205	2777	-0.4319	1361	444
0	1100 kg	-2.5403	volleyball	bird	-512	0.764	0.4655	1.372	989 mph	-0.2946	1068	0.3966	-787	2120
0	-762 kg	-0.9964	None	bird, fish	-568	1.4404	0.0575	0.4889	583 mph	1.2263	972	1.4255	-133	1972
1	214 kg	-0.9038	running	hamster	801	1.2584	0.6427	-0.434	661 mph	0.4142	760	-0.3208	-24	459
0	109 kg	1.2939	badminton	guinea pig	212	0.7144	-1.082	1.0586	-933 mph	1.1326	-170	0.2406	-1579	2198
1	646 kg	0.1561	basketball	hamster	655	-0.5186	0.1582	0.6102	274 mph	0.2272	n/a	0.7625	N/A	1035
1	-558 kg	0.7465	soccer	hamster	-988	0.1878	0.9494	0.8888	1556 mph	-0.2352	-370	1.1732	378	-27
0	-586 kg	0.8967	badminton	bird, fish	-429	1.4363	1.6286	-0.8354	1780 mph	0.3115	404	1.1209	499	2150
3	2031 kg	-1.5606	track & field	cat, ferret	1597	0.7557	0.9461	-0.4135	1071 mph	0.691	238	-0.5162	402	432
0	72 kg	0.0309	volleyball	guinea pig, fish	152	1.2031	0.8423	-0.0319	1576 mph	1.5157	-1159	1.4912	-81	1200
3	-445 kg	0.5108	track & field	ferret	568	0.8973	-0.0566	1.4764	872 mph	0.8443	-213	0.2259	1526	967
0	432 kg	1.3411	badminton	fish, bird	517	1.4731	1.3658	-1.1639	953 mph	0.8613	244	2.6557	567	-199
2	1842 kg	0.3198	ice hockey	dog, pig, rat	994	0.2758	1.0575	1.6465	-271 mph	0.466	1145	0.3571	1173	109
0	-448 kg	0.0507	football	fish	-606	1.2063	0.0562	0.4835	728 mph	1.0128	3383	1.4573	697	596
1	-677 kg	2.6104	basketball	hamster	-1033	0.0823	1.3959	1.9451	-358 mph	0.4448	2010	-1.0879	-374	1650
2	642 kg	0.1792	ice hockey	rat	1033	2.035	0.2472	-1.9268	-1781 mph	2.1416	326	0.7892	835	1426
3	-143 kg	-1.2288	track & field	cat	50	1.1736	1.6796	-0.0627	1462 mph	0.0905	-1343	0.5027	885	722
3	699 kg	0.7827	motor sports	cat, chicken	1108	0.4851	-0.3834	-1.1157	2760 mph	-0.2236	110	-0.7495	1658	424
0	-558 kg	0.9432	motor sports	guinea pig	1026	-1.5419	0.9273	2.2683	-87 mph	0.9682	695	1.543	-680	312
2	1001 kg	-0.522	ice hockey	dog, rat, pig	1108	0.4376	1.3634	1.1682	171 mph	0.8421	-208	0.9317	569	-309
1	-544 kg	0.6285	basketball	rabbit	1541	0.9242	1.0114	0.43	488 mph	1.2331	-1213	0.5156	1916	N/A
3	993 kg	0.2329	motor sports	chicken, ferret	950	0.5503	0.5917	-0.5549	126 mph	0.4074	432	0.9753	146	-331
3	1818 kg	0.8302	motor sports	CAT	285	1.004	0.2759	0.5027	694 mph	-0.1926	1246	-0.6086	1750	-415
3	1920 kg	-0.1752	track & field	cat, ferret	1254	0.9427	0.2516	0.1459	831 mph	0.6945	-1079	0.5998	1025	1032
0	728 kg	-0.8221	badminton	bird	398	-0.0767	1.0929	0.661	1627 mph	1.3381	-731	?	1242	976
2	1577 kg	-1.6718	boxing	dog, pig, rat	1279	0.7223	N/A	0.8402	-25 mph	1.4974	3	-0.0452	-705	-1528
1	27 kg	1.0567	basketball	hamster	-290	1.6742	-0.1028	-1.0495	-1468 mph	-0.08	1281	1.5809	1598	?
0	460 kg	-0.61	football	fish	85	0.9814	1.4559	1.5659	215 mph	1.3125	983	0.6884	1198	249
3	904 kg	1.0958	track & field	ferret, cat	148	-0.2674	0.6586	-0.0042	2641 mph	0.8064	-145	0.2621	270	1964
3	305 kg	-0.8045	track & field	chicken	208	-0.1584	1.1255	-0.0435	958 mph	0.6451	773	0.6532	611	-2541
1	-232 kg	1.403	running	rabbit	580	0.494	1.0378	0.5025	-624 mph	-1.0095	1225	0.6365	-643	-647
1	-1548 kg	0.9806	soccer	hamster	-1247	0.7372	0.9123	-0.7202	-1661 mph	1.7126	1339	0.7521	2625	-46
3	1123 kg	-0.0626	track & field	ferret, chicken	920	0.9815	1.2296	-0.0094	382 mph	-0.6436	521	0.3425	445	167
1	931 kg	-0.7619	running	hamster	16	0.9645	2.0937	-0.3373	370 mph	1.1381	484	-0.5358	619	2351
0	1011 kg	1.2879	football	bird, guinea pig	184	0.4224	-0.8245	0.4039	1909 mph	1.5154	-247	-1.4429	1976	880
3	449 kg	0.7533	motor sports	cat, ferret	206	0.5827	0.9528	1.0376	1225 mph	-0.3217	1174	0.5504	-554	1002
2	1103 kg	1.2423	ice hockey	rat	138	0.9877	-1.3876	1.1834	96 mph	0.0475	-512	0.5787	2084	1749
1	284 kg	-0.2433	basketball	hamster	156	0.2096	0.0196	-1.4341	826 mph	0.6636	-785	1.1373	-950	-534
3	1685 kg	0.4266	track & field	fish	244	1.0922	-0.1679	1.534	-254 mph	0.6644	627	1.4294	2134	553
2	2136 kg	-0.5301	ice hockey	reptile	-172	1.788	0.8491	0.9707	1887 mph	0.6873	1075	0.0339	705	747
